Re,St,Cd
1108.14,0.26,0.83
1323.07,0.2,0.9
928.88,0.18,0.95
80.31,0.15,1.22
23.86,0.15,1.29
2359.3,0.27,0.75
1264.27,0.2,0.92
65.31,0.15,1.27
375.32,0.14,1.11
934.74,0.22,0.87
3383.34,0.22,0.7
325.49,0.17,1.13
3231.72,0.21,0.82
990.48,0.24,0.89
348.72,0.19,1.05
4931.28,0.26,0.63
394.48,0.16,1.09
929.09,0.24,0.79
310.07,0.19,1.06
3762.4,0.24,0.64
79.4,0.16,1.21
96.81,0.19,1.03
2593.44,0.22,0.65
2162.96,0.22,0.78
2123.76,0.19,0.86
3334.38,0.25,0.72
1175.31,0.19,0.82
335.08,0.18,1.12
3143.8,0.26,0.62
4860.19,0.24,0.56
466.41,0.21,0.95
325.91,0.16,0.96
1184.22,0.22,0.87
3703.71,0.28,0.66
3405.99,0.23,0.8
1136.42,0.22,0.86
77.32,0.12,1.32
649.97,0.24,0.89
3168.69,0.29,0.79
411.59,0.21,1.18
424.03,0.21,0.87
4694,0.26,0.64
3123.01,0.26,0.63
2050.66,0.2,0.86
89.77,0.17,1.04
1487.11,0.23,0.78
4134.24,0.28,0.6
1134.43,0.24,0.85
1095.16,0.21,0.76
1078.89,0.18,0.91
1284.57,0.16,1.14
554.43,0.22,0.92
800.17,0.17,1.13
2854.56,0.23,0.79
344.87,0.17,1.09
2460.07,0.2,0.83
145.54,0.15,1.18
320.33,0.18,1.07
4364.55,0.23,0.75
2592.63,0.26,0.76
2695.5,0.27,0.68
144.51,0.17,1.11
547.42,0.22,0.93
371.49,0.24,0.91
1159.02,0.2,0.88
293.4,0.17,0.98
3397.07,0.23,0.7
1969.48,0.23,0.72
4519.29,0.28,0.58
346.03,0.2,0.91
3778.77,0.23,0.7
3656.26,0.26,0.63
1231.94,0.17,0.98
647.16,0.17,1.04
1201.56,0.16,1.11
1013.44,0.24,0.71
2829.48,0.23,0.76
1764.75,0.27,0.73
1090.33,0.2,0.85
218.45,0.2,1.09
2886.72,0.22,0.73
2333.56,0.22,0.62
2565.23,0.19,0.93
1238.79,0.2,0.93
1278.07,0.17,0.95
2375.97,0.25,0.9
1492.66,0.21,0.85
237.13,0.16,1.14
1491.25,0.21,0.79
553.09,0.21,0.94
417.97,0.2,0.98
158.97,0.17,1.21
1485.29,0.24,0.71
1452.15,0.22,0.85
1339.24,0.24,0.79
4129.28,0.27,0.62
225.87,0.15,1.21
1448.1,0.22,0.8
52.64,0.12,1.27
1979.38,0.21,0.7
2557.38,0.21,0.83
2204.87,0.24,0.71
4388.7,0.27,0.7
101.66,0.13,1.3
1044.35,0.26,0.9
95.11,0.13,1.31
1294.76,0.21,0.9
1982.03,0.19,0.86
1318.66,0.2,0.86
1002.52,0.23,0.82
1044.35,0.21,0.89
1460.27,0.2,0.86
525.73,0.17,0.94
3282.94,0.25,0.67
381.89,0.15,1.06
2618.21,0.22,0.78
93.8,0.16,1.24
107.43,0.15,1.26
712.84,0.17,1.05
1132.49,0.17,1.04
776.11,0.22,0.86
4701.28,0.28,0.63
3545.96,0.28,0.8
146.25,0.14,1.2
3177.71,0.22,0.67
253.56,0.17,1.12
123.55,0.14,1.25
1881.16,0.19,0.85
28.53,0.14,1.35
559.58,0.16,0.97
2685.2,0.22,0.78
3627.47,0.27,0.59
3433.14,0.24,0.7
222.35,0.21,0.98
1139.68,0.2,0.88
362.78,0.19,1.05
377.07,0.21,0.97
825.97,0.2,0.94
2850.53,0.2,0.82
4626.3,0.25,0.71
269.85,0.17,1.01
200.47,0.18,1.14
601.07,0.18,0.93
841.04,0.24,0.79
1712.88,0.23,0.81
1093.97,0.22,0.88
4817.11,0.24,0.67
362.86,0.17,1.14
2481.49,0.28,0.51
510.52,0.2,0.99
3493.79,0.19,0.82
90.81,0.16,1.13
337.36,0.15,1.18
2927.06,0.21,0.76
263.48,0.19,1.16
2097.4,0.26,0.68
1216.17,0.17,0.84
3222.83,0.29,0.67
281,0.17,0.95
2730.98,0.27,0.69
353.42,0.15,1.12
2160.96,0.26,0.73
1202.94,0.21,0.91
385.17,0.18,1.06
1917.91,0.23,0.74
1408.39,0.2,0.85
2280.85,0.26,0.88
940.4,0.18,0.97
116.76,0.16,1.23
3053.11,0.2,0.86
1184.06,0.22,0.86
76.99,0.14,1.29
110.25,0.16,1.25
2814.79,0.21,0.78
565.74,0.18,0.97
907.79,0.22,0.73
3918.38,0.28,0.63
4025.66,0.28,0.53
537.87,0.23,0.9
139.52,0.13,1.19
74.5,0.16,1.24
714.75,0.22,0.94
1179.1,0.19,0.76
350.69,0.18,1.06
137.81,0.16,1.27
2391.37,0.22,0.79
4978.75,0.23,0.7
2476.05,0.24,0.72
35.13,0.13,1.31
3095.65,0.25,0.68
3942.88,0.25,0.57
175.99,0.19,1.09
4848.24,0.24,0.69
80.54,0.16,1.19
4310.89,0.25,0.68
3736.87,0.26,0.62
1266.7,0.19,0.92
1217.44,0.2,0.9
4292.18,0.25,0.57
1384.18,0.26,0.66
1222.25,0.18,0.92
3333.6,0.23,0.7
1452.05,0.22,0.87
2746.45,0.21,0.74
230.96,0.19,0.98
142.81,0.17,1.09
953.39,0.23,0.8
1447.48,0.27,0.78
383.33,0.14,1.17
2753.97,0.2,0.83
300.65,0.22,0.85
3549.38,0.23,0.75
2840.6,0.22,0.76
1922.32,0.24,0.73
326.21,0.16,1.06
96.4,0.14,1.21
2431.96,0.25,0.73
113.87,0.14,1.17
248.93,0.17,1
156.95,0.19,1.07
113.52,0.19,1.11
666.47,0.19,0.96
128.67,0.19,1.14
179.18,0.19,0.99
51.9,0.13,1.28
4397.88,0.29,0.68
164.45,0.16,1.27
803.64,0.23,0.76
40.24,0.18,1.22
4437.59,0.23,0.67
3025.43,0.22,0.75
53.7,0.16,1.25
1899.1,0.23,0.79
3041.51,0.2,0.65
3708.41,0.25,0.67
256.83,0.19,1.03
3151.96,0.23,0.71
2118.15,0.23,0.74
3247.92,0.27,0.64
177.03,0.17,1.14
1982.09,0.22,0.86
1317.21,0.24,0.81
3192.87,0.23,0.72
148.87,0.18,1.16
3499.27,0.25,0.71
293.82,0.19,1.03
90.13,0.15,1.19
300,0.2,1
2727.99,0.25,0.59
398.79,0.18,1.08
877.53,0.22,0.87
4576.44,0.25,0.66
1748.46,0.26,0.73
297.7,0.15,1.08
96.27,0.16,1.23
950.88,0.25,0.88
157.2,0.16,1.17
4963.5,0.23,0.7
1352.01,0.17,1.02
33.45,0.12,1.38
636.4,0.2,1.1
360.03,0.16,1.13
300.83,0.21,0.98
2915.51,0.22,0.74
1083.24,0.2,1.04
302.44,0.18,1.14
49.61,0.16,1.24
1182.93,0.16,0.79
1499.71,0.16,1.01
2604.76,0.24,0.79
955.1,0.23,0.85
1388.9,0.18,0.96
2123.64,0.2,0.81
1013.34,0.16,0.96
4913.56,0.23,0.68
2227.49,0.24,0.76
2342.38,0.24,0.7
4782.78,0.26,0.69
60.81,0.17,1.26
196.19,0.18,1.09
2762.93,0.24,0.68
2098.75,0.21,0.88
1866.77,0.27,0.67
386.75,0.15,1.13
4195.35,0.28,0.65
1041.59,0.24,0.81
2208.55,0.23,0.85
1212.7,0.17,0.93
3392.06,0.28,0.56
293.72,0.19,1.04
822.67,0.23,0.97
4855.31,0.26,0.65
1172.42,0.19,0.94
2975.45,0.26,0.7
157.32,0.19,1.05
416.41,0.16,1.17
744.15,0.22,0.9
2150.56,0.24,0.84
4859.09,0.26,0.67
2444.24,0.22,0.8
1560.57,0.2,0.91
102,0.2,1.03
945.09,0.22,0.85
3568.01,0.26,0.65
717.24,0.16,0.83
437.94,0.22,0.94
250.64,0.2,0.94
4964.49,0.27,0.63
1235.25,0.2,0.87
1487.1,0.19,0.96
3813.38,0.25,0.61
943.2,0.26,0.78
154.31,0.15,1.14
380.19,0.14,1.15
573.28,0.24,0.82
4057.42,0.22,0.75
335.02,0.19,1.08
1155.19,0.25,0.59
663.08,0.22,0.88
198.71,0.18,1.12
2348.96,0.22,0.76
248.49,0.18,1.06
243.36,0.17,1.1
1186.53,0.23,0.7
1159.72,0.18,0.95
118.97,0.17,1.14
325.34,0.22,0.92
218.86,0.15,1.09
125.4,0.17,1.28
2738.07,0.27,0.73
2866.25,0.27,0.68
2314.52,0.22,0.81
142.76,0.15,1.25
213.39,0.16,1.21
346.51,0.2,1
4176.19,0.23,0.71
1434.44,0.18,0.99
274.03,0.18,1.09
3101.9,0.19,0.86
55.75,0.16,1.26
193.1,0.16,1.03
2849.8,0.25,0.79
2750.19,0.22,0.78
1057.99,0.18,1
90.87,0.17,1.25
742.62,0.17,1.07
665.09,0.21,0.88
2950.03,0.24,0.76
3177.43,0.27,0.55
632.93,0.2,0.95
1635.88,0.26,0.75
4407.51,0.26,0.66
265.05,0.18,0.99
2646.87,0.29,0.65
1074.62,0.24,0.93
1023.7,0.22,0.81
264.99,0.18,1.1
2714.31,0.22,0.79
49.78,0.15,1.28
1945,0.19,0.83
63.03,0.15,1.25
766.65,0.17,0.96
54.25,0.17,1.18
2570.95,0.24,0.59
2630.09,0.24,0.7
2092.83,0.2,0.85
1480.08,0.2,0.92
100.34,0.13,1.29
399.12,0.15,1.11
318.19,0.17,1.09
327.48,0.22,0.91
868.45,0.17,0.88
4405.08,0.28,0.61
323.99,0.18,1.17
3037.89,0.2,0.79
278.86,0.2,1.01
2172.3,0.21,0.7
1068.02,0.24,0.8
4677.56,0.24,0.69
144.95,0.18,1.14
2515.41,0.22,0.81
582.26,0.23,0.88
2828.26,0.26,0.65
251.72,0.16,1.07
32.42,0.13,1.33
1810.75,0.25,0.77
130.37,0.15,1.22
1412.66,0.17,0.94
268.48,0.18,1.17
281.97,0.16,1.07
2173.98,0.24,0.74
1004.05,0.23,0.84
150.29,0.18,1.1
22.32,0.16,1.33
164.57,0.19,1.12
243.81,0.16,1
1032.66,0.25,0.87
1195.31,0.24,0.93
27.32,0.14,1.35
1261.4,0.17,0.98
34,0.13,1.35
496.73,0.22,0.93
3590.01,0.23,0.74
2284.56,0.28,0.72
340.53,0.17,1.06
4353.84,0.21,0.71
249.1,0.17,1.08
2608.5,0.2,0.78
1294.44,0.17,1.01
2228.33,0.21,0.85
322.01,0.16,1.04
3167.06,0.27,0.66
760.74,0.19,0.96
1399.55,0.22,0.9
4732.5,0.26,0.7
4494.07,0.21,0.73
92.6,0.15,1.22
474.56,0.21,1.01
175.13,0.16,1.18
109.81,0.16,1.21
221.66,0.18,0.96
377.63,0.15,1.13
1355.23,0.25,0.71
592.71,0.17,1
80.3,0.18,1.04
2834.92,0.24,0.76
58.65,0.15,1.25
201.6,0.2,1
3205.19,0.24,0.71
4997.3,0.29,0.73
148.38,0.2,1.05
479.18,0.24,0.91
543.16,0.2,0.77
1152.61,0.22,0.9
1115.77,0.22,0.87
117.21,0.17,1.04
953.75,0.18,0.88
263.09,0.19,1.02
4190.21,0.29,0.56
408.99,0.24,0.82
1261.31,0.22,0.91
127.84,0.15,1.16
2033.27,0.23,0.76
1067.9,0.18,0.97
2823.34,0.26,0.68
838.06,0.21,0.93
3110.76,0.25,0.64
912.71,0.19,0.81
969.97,0.26,0.74
363.34,0.17,1.06
354.02,0.18,1.05
848.98,0.26,0.76
272.59,0.18,1.02
1448.7,0.23,0.84
2092.39,0.26,0.73
132.58,0.19,1.14
105.2,0.15,1.22
1097.16,0.2,0.78
332.85,0.23,0.87
3248.06,0.24,0.65
653.22,0.19,1.02
3167.26,0.23,0.72
100.04,0.15,1.19
822.4,0.22,0.84
2102.95,0.23,0.64
2723.42,0.25,0.66
51.48,0.17,1.28
2600.55,0.22,0.75
3596.49,0.25,0.55
272.39,0.16,1.2
203.16,0.18,1.05
1265.3,0.27,0.77
2514.35,0.23,0.71
1866.84,0.21,0.67
1429.98,0.22,1.03
125.37,0.18,1.15
504.86,0.16,1.1
343.93,0.17,1.07
655.16,0.21,0.95
22.07,0.17,1.21
1557.07,0.19,0.9
2167.19,0.28,0.61
1475.92,0.24,0.77
2590.91,0.24,0.77
258.01,0.16,1.1
112.54,0.13,1.24
207.56,0.16,1.14
1708.19,0.26,0.71
1105.43,0.19,0.92
3321.97,0.26,0.68
34.28,0.17,1.27
33.29,0.14,1.29
2051.54,0.2,0.85
215.69,0.17,1.11
135.7,0.15,1.23
51.98,0.17,1.24
242.27,0.15,1.02
286.49,0.19,1.03
561.51,0.16,0.91
129.85,0.18,1.2
93.7,0.13,1.32
1809.03,0.2,0.82
2326.41,0.26,0.72
4466.24,0.24,0.8
1999.4,0.25,0.72
2791.4,0.26,0.71
1487.72,0.23,0.89
547.3,0.22,0.98
75.13,0.17,1.18
3987.62,0.2,0.77
172.41,0.14,1.17
335.88,0.18,1.06
1374.71,0.23,0.91
2091.15,0.27,0.75
378.77,0.17,1.04
56.91,0.18,1.22
1099.08,0.2,1
472.92,0.19,1
568.22,0.2,0.98
107.94,0.13,1.3
353.53,0.2,1
3229.63,0.26,0.74
33.45,0.15,1.29
4789.04,0.22,0.67
4613.9,0.25,0.59
1239.78,0.17,0.94
90.37,0.12,1.29
868.3,0.2,0.91
93.25,0.15,1.19
4665.02,0.21,0.74
4061.59,0.28,0.46
294.35,0.17,1.11
4887.92,0.25,0.64
384.03,0.2,0.91
618.08,0.24,1.02
265.81,0.19,1.07
92.18,0.17,1.18
293.06,0.2,1.08
352.82,0.16,1.03
782.48,0.2,0.82
3917.52,0.24,0.79
2743.13,0.22,0.93
857.39,0.21,0.86
3059.94,0.22,0.76
3542.95,0.28,0.61
697.89,0.18,0.99
98.27,0.15,1.26
215.74,0.16,1.13
2802.32,0.28,0.64
258.29,0.23,0.91
2290.87,0.21,0.77
4428.05,0.27,0.66
3453.42,0.19,0.68
3993.6,0.25,0.7
1030.91,0.17,0.88
1703.21,0.24,0.69
1173.02,0.21,0.89
469.15,0.22,0.9
134.04,0.17,1.13
876.76,0.17,0.94
560.62,0.22,0.79
3680.25,0.27,0.7
1013.25,0.21,0.9
132,0.16,1.17
1699.52,0.21,0.88
231.58,0.21,1.01
760.01,0.2,0.9
384.32,0.14,1.06
2147.35,0.27,0.63
210.82,0.2,1.05
260.94,0.18,1.02
110.58,0.14,1.24
2620.18,0.23,0.7
1125.98,0.18,0.98
2443.5,0.21,0.79
1247.85,0.22,0.83
634.74,0.22,0.89
281.16,0.22,0.81
2849.79,0.27,0.63
2110.97,0.25,0.69
2034.4,0.22,0.79
2099.2,0.2,0.81
3439.03,0.27,0.69
2666.97,0.2,0.9
4224.05,0.23,0.72
862.38,0.22,0.85
2352.39,0.23,0.8
285.57,0.14,1.21
2920.41,0.23,0.84
1016.25,0.22,0.93
2720.51,0.25,0.59
2742.81,0.25,0.66
3548.99,0.24,0.75
1222.18,0.24,0.83
291.72,0.2,1.03
372.71,0.18,1.05
560.02,0.2,0.98
1057.07,0.21,0.62
1710.31,0.21,0.85
247.77,0.18,1.09
2389.58,0.21,0.81
918.49,0.18,0.91
2904.24,0.27,0.59
331.77,0.2,1.05
240.93,0.2,0.96
2861.47,0.23,0.65
2765.9,0.26,0.63
1076.7,0.18,0.95
854.64,0.18,0.92
1588.75,0.22,0.89
791.98,0.2,0.96
413.6,0.24,0.99
390.93,0.23,0.79
3124.54,0.24,0.68
1249.7,0.19,0.95
3454.62,0.25,0.69
1319.07,0.23,0.86
4344.7,0.22,0.77
4616.78,0.24,0.69
2300.49,0.19,0.92
3739.8,0.23,0.66
95.15,0.17,1.09
144.18,0.17,1.08
365.21,0.16,1.09
264,0.15,1.13
344.81,0.19,0.93
3054.52,0.26,0.74
2807.71,0.25,0.6
2172.45,0.22,0.81
1002.21,0.16,0.98
1209.48,0.23,0.88
987.87,0.24,0.81
645.4,0.21,0.97
491.54,0.17,1.02
3694.5,0.22,0.76
1146.95,0.21,1.02
374.54,0.16,1.09
264.77,0.17,0.91
3437.84,0.24,0.7
246.06,0.2,1.01
3484.12,0.24,0.84
389.31,0.16,1.11
586.65,0.17,1.07
3646.45,0.22,0.66
607.42,0.2,0.91
2957.22,0.25,0.62
107.69,0.16,1.22
330.88,0.16,1.17
1225.4,0.18,0.98
1219.08,0.2,0.91
2625.66,0.26,0.7
673.12,0.19,0.88
163.8,0.18,1.16
111.65,0.18,1.09
212.05,0.15,1.15
4971.54,0.24,0.66
759.05,0.17,0.94
144.34,0.17,1.17
1012,0.24,0.77
118.99,0.16,1.17
1108.13,0.2,0.91
1166.52,0.17,0.92
2141.72,0.23,0.8
3038.42,0.19,0.77
399.37,0.2,1.06
4544.8,0.24,0.64
101.41,0.16,1.21
1075.74,0.18,0.98
2683.65,0.24,0.53
1508.82,0.24,0.82
1939.22,0.2,0.88
3708.44,0.27,0.68
3538.87,0.28,0.65
61.32,0.16,1.28
782.27,0.19,1.03
1909.82,0.23,0.91
996.69,0.24,0.86
240.71,0.19,1.05
1136.67,0.19,0.93
3929.71,0.24,0.67
298.96,0.19,0.98
1989.23,0.27,0.65
839.83,0.24,0.88
1235.57,0.23,0.81
377.22,0.19,1.11
4158.45,0.23,0.75
1256.89,0.18,1
453.12,0.17,1.1
589.47,0.19,0.87
1264.51,0.17,0.99
89,0.15,1.18
1961.01,0.23,0.86
105.08,0.19,1.07
1584.96,0.26,0.79
3199.51,0.2,0.83
4675.24,0.23,0.71
2716.14,0.2,0.8
2586.79,0.23,0.74
2529.04,0.22,0.73
2984.11,0.27,0.83
1642.47,0.26,0.9
166.94,0.14,1.14
4166.31,0.26,0.66
433.54,0.21,0.95
3359.93,0.24,0.7
296.33,0.15,1.11
3602.34,0.26,0.71
1393.03,0.25,0.7
3599.3,0.28,0.53
368.21,0.19,1.11
2793.29,0.26,0.69
3913.12,0.25,0.71
520.14,0.18,1.04
2960.57,0.25,0.79
57.44,0.17,1.2
311.49,0.14,1.2
917.27,0.19,1.04
695.99,0.18,0.84
2935.06,0.21,0.79
1472.31,0.24,0.79
1297.16,0.2,0.95
46.18,0.15,1.28
112.97,0.14,1.27
2195.18,0.27,0.59
328.72,0.23,0.94
659.48,0.17,0.98
81.59,0.14,1.17
276.34,0.17,1.04
4924.04,0.28,0.63
70.25,0.17,1.27
1066.2,0.17,0.97
2101.51,0.26,0.72
982.01,0.19,0.94
679.35,0.24,0.98
301.61,0.18,1.14
1381.68,0.24,0.84
69.27,0.17,1.11
3481.47,0.24,0.75
2383,0.22,0.69
636.22,0.16,1.05
1333.86,0.16,1.01
2223.77,0.24,0.74
160.83,0.17,1.11
287.25,0.18,1.07
1180.3,0.19,1.04
88.74,0.16,1.24
1760.79,0.23,0.83
1869.35,0.25,0.73
886.87,0.2,0.93
95.41,0.17,1.18
132.97,0.16,1.07
147.14,0.17,1.13
2374.42,0.25,0.73
20.8,0.15,1.29
51.69,0.11,1.34
687.55,0.23,0.83
2052.59,0.24,0.69
1373.74,0.22,0.78
324.62,0.16,1.14
533.25,0.22,0.97
1219.87,0.23,0.99
2567.12,0.25,0.77
3257.26,0.22,0.88
196.66,0.18,1.03
1380.32,0.19,0.95
525.48,0.2,0.96
3897.89,0.23,0.69
124.79,0.18,1.11
212.7,0.16,1.16
52.9,0.13,1.35
1324.29,0.25,0.8
720.78,0.19,0.85
2864.75,0.22,0.8
1295.11,0.21,0.82
1412.01,0.22,0.85
1946.65,0.22,0.74
1392.54,0.22,1
289.94,0.23,0.94
316.42,0.2,1.11
990.16,0.2,0.94
491.25,0.18,0.98
43.28,0.15,1.32
157.02,0.19,1.05
941.34,0.2,0.89
4969.85,0.24,0.7
2610.89,0.25,0.74
1293.7,0.2,0.82
1177.46,0.21,0.95
2036.65,0.27,0.74
36.23,0.16,1.16
3350.2,0.24,0.59
881.02,0.19,0.93
212.35,0.16,1.11
322.36,0.14,1.21
117.86,0.18,1.13
354,0.16,1.1
334.96,0.18,1.11
1496.47,0.21,0.85
78.38,0.16,1.24
187.39,0.21,1.11
1147.25,0.23,0.89
3974.93,0.25,0.69
1312.15,0.26,0.77
2556.87,0.22,0.79
1231.01,0.26,0.72
2227.02,0.26,0.63
2833.91,0.25,0.66
1104.77,0.21,0.82
130.69,0.17,1.07
1245.46,0.18,1.03
966.07,0.19,0.94
311,0.19,1.09
634.69,0.16,0.96
2769.48,0.22,0.72
2797.45,0.26,0.67
96.18,0.15,1.26
3103.31,0.19,0.81
725,0.23,0.79
3214.89,0.25,0.76
3635.09,0.27,0.62
2713.87,0.2,0.87
373.61,0.2,1.02
2285.24,0.23,0.68
1889.77,0.22,0.8
109.06,0.14,1.27
89.63,0.16,1.18
2392.85,0.26,0.66
131.5,0.15,1.17
4415.04,0.27,0.64
2956.45,0.23,0.76
4465.6,0.25,0.61
785.86,0.24,0.79
1403.04,0.24,0.7
886.61,0.26,0.76
2845,0.2,0.76
2763.68,0.24,0.73
3714.61,0.28,0.64
3190.55,0.29,0.64
109.96,0.16,1.14
2235.62,0.24,0.7
1488.03,0.16,1.02
108.91,0.19,1.06
1448.45,0.18,0.78
1101.76,0.17,0.98
56.91,0.16,1.23
923.41,0.2,0.84
370.43,0.2,1.03
2637.24,0.25,0.84
1411.8,0.25,0.82
1785.75,0.19,0.85
1077.21,0.23,0.88
44.75,0.17,1.24
456.22,0.19,0.97
3617.21,0.28,0.54
140.24,0.16,1.18
3433.82,0.25,0.73
3623.74,0.23,0.64
509,0.21,0.92
344.96,0.17,1.12
2587.02,0.26,0.74
4430.85,0.25,0.58
33.62,0.14,1.32
957.4,0.21,0.83
375.89,0.14,1.13
586.89,0.23,0.85
3766.75,0.24,0.72
998.82,0.21,0.87
170.55,0.19,1.24
4765.25,0.25,0.63
833.63,0.18,1.01
1469.21,0.18,1.06
87.76,0.13,1.27
4646.95,0.23,0.75
2616.38,0.25,0.67
3036.51,0.23,0.7
838.87,0.19,0.92
3644.1,0.22,0.73
96.2,0.14,1.25
404.66,0.2,0.96
4285.74,0.26,0.66
262.83,0.17,1.09
353.1,0.15,1.2
1115.58,0.22,0.83
182.23,0.18,1.07
2021.58,0.23,0.73
1400.45,0.18,0.81
3643.96,0.29,0.62
343.65,0.14,1.13
309.02,0.15,1.32
1308.73,0.18,0.86
101.21,0.19,1.11
93.33,0.19,1.11
1449.1,0.26,0.73
821.13,0.2,0.82
1132.29,0.21,0.86
3106.52,0.2,0.8
1421.84,0.2,0.97
1381.7,0.16,1.05
1051.1,0.24,0.78
1195.39,0.21,0.81
2934.08,0.22,0.78
2376.94,0.2,0.85
238.14,0.16,1.09
183.98,0.17,1.1
614,0.17,1.02
291.89,0.16,1.09
123.05,0.12,1.28
836.83,0.2,0.93
373.18,0.22,0.9
1194.43,0.21,0.87
216.5,0.21,1.07
2451.45,0.29,0.57
2542.19,0.23,0.63
632.73,0.2,0.94
3419.03,0.19,0.84
833.1,0.27,0.75
4181.48,0.27,0.58
265.39,0.23,0.89
2872.74,0.23,0.72
1125.65,0.24,0.84
2867.49,0.22,0.67
396.61,0.15,1.2
71.16,0.14,1.29
1420.14,0.26,0.67
2247.56,0.25,0.78
133.12,0.15,1.22
4454.86,0.23,0.77
191.64,0.16,1.12
341.04,0.16,1.02
1408.17,0.21,0.85
495.57,0.2,1.02
1107.73,0.22,0.88
2977.34,0.23,0.76
390.95,0.19,1.02
2413.69,0.21,0.79
4840.14,0.28,0.68
734.86,0.22,0.89
204.71,0.19,1.28
3000.34,0.24,0.66
293.48,0.17,1.22
881.88,0.23,0.8
240.21,0.16,1.18
1436.19,0.2,0.94
373.7,0.16,1.06
4507.39,0.25,0.64
611.6,0.22,0.92
120.67,0.14,1.34
1150.28,0.23,0.79
192.15,0.15,1.16
285.95,0.21,0.99
335.79,0.2,1.01
292.45,0.16,1.14
77.12,0.15,1.22
2538.84,0.26,0.6
166.28,0.19,1.06
3391.81,0.25,0.7
133.66,0.2,1.12
261.5,0.18,0.95
201.39,0.18,1.1
2178.14,0.26,0.62
332.79,0.21,0.98
4465.17,0.28,0.61
482.25,0.23,0.87
798.72,0.21,0.88
1053.72,0.18,1.1
68.21,0.17,1.15
407.63,0.23,0.94
2693.64,0.24,0.78
388.24,0.17,1.05
1427.31,0.23,1.05
146.53,0.13,1.26
161.73,0.15,1.23
494.07,0.24,0.87
113.98,0.14,1.24
30.8,0.15,1.27
1327.74,0.21,0.91
940,0.25,0.82
40,0.13,1.19
4543.85,0.26,0.52
125.78,0.14,1.26
254,0.18,1.05
225.4,0.17,1.06
391.45,0.18,1.09
118.72,0.19,1.05
138.6,0.17,1.17
439.37,0.16,1.07
305.4,0.2,1.02
141.34,0.17,1.16
893.03,0.18,0.9
554.36,0.23,0.89
1408.5,0.19,1.04
318.25,0.19,1.02
121.42,0.15,1.17
1308.72,0.17,1
3330.33,0.29,0.54
1797.19,0.19,0.92
91.77,0.14,1.27
3086.54,0.21,0.79
105.13,0.18,1.17
1131.34,0.18,0.97
2233.4,0.23,0.81
1222.69,0.24,0.74
2919.87,0.2,0.84
246.64,0.23,0.86
79.19,0.17,1.12
206.59,0.17,1.01
940.19,0.19,0.9
178.78,0.15,1.03
1284.06,0.22,1.01
3291.96,0.22,0.71
3754.63,0.25,0.7
721.96,0.23,1.03
1241.93,0.26,0.73
2152.3,0.25,0.84
1339.53,0.23,0.85
2438.69,0.29,0.57
1371.69,0.21,0.87
290.31,0.24,0.9
4807.1,0.24,0.57
182.31,0.19,1.05
3038.58,0.2,0.88
4562.93,0.21,0.69
46.07,0.14,1.28
36.18,0.17,1.24
152.61,0.17,1.15
1152.41,0.19,0.97
2199.5,0.28,0.7
1270.9,0.2,0.97
2431.52,0.19,0.87
118.6,0.18,1.09
1109.7,0.22,0.88
1469.84,0.16,1.01
719.63,0.21,0.89
2813.08,0.27,0.7
595.94,0.2,0.92
849.56,0.19,0.93
3135.88,0.21,0.78
1981.49,0.2,0.91
44.26,0.17,1.21
3125.43,0.23,0.65
121.29,0.19,1.08
2683.76,0.27,0.64
336.94,0.17,1.08
908.66,0.17,1.04
3111.29,0.2,0.73
66.25,0.14,1.3
220.48,0.15,1.17
4322.53,0.21,0.72
21.13,0.16,1.27
184.28,0.14,1.14
971.6,0.23,0.84
1581.18,0.23,0.77
279.73,0.18,1.14
1447.09,0.26,0.79
2480.44,0.26,0.65
687.44,0.17,0.99
2074.85,0.22,0.77
3639.11,0.21,0.74
344.66,0.17,1.06
1359.68,0.23,0.8
1680.57,0.22,0.81
2590.72,0.22,0.69
946.61,0.18,0.99
4441.12,0.26,0.81
2958.48,0.22,0.82
950.43,0.21,0.89
3855.3,0.21,0.77
82.44,0.2,1.17
60.09,0.17,1.23
4449.12,0.22,0.79
937.06,0.23,0.79
183.41,0.17,1.24
3772.81,0.26,0.66
2576.12,0.26,0.68
1103.68,0.21,0.89
113.8,0.16,1.21
3268.04,0.27,0.7
321.66,0.2,0.91
1149.13,0.23,0.75
217.41,0.17,1.1
119.28,0.15,1.26
149.42,0.19,1.03
353.23,0.17,1
217.74,0.19,1.09
351.12,0.19,1.01
2224.74,0.2,0.84
926.43,0.21,0.85
2308.46,0.24,0.7
1315.72,0.19,0.85
355.78,0.17,1.08
522.06,0.24,0.87
3276.56,0.2,0.71
76.24,0.18,1.26
625.39,0.22,0.96
228.05,0.17,0.8
2139.38,0.25,0.73
282.25,0.17,1.1
95.19,0.17,1.18
337.21,0.21,0.93
224.75,0.17,1.04
1017.31,0.25,0.8
340.14,0.18,1.1
351.2,0.2,0.96
393.26,0.17,1.09
1280.89,0.18,0.95
126.98,0.17,1.08
282.08,0.2,1.02
399.16,0.23,0.88
1804.93,0.2,0.85
2085.82,0.28,0.67
4373.39,0.27,0.62
3991.78,0.24,0.74
479.57,0.21,0.95
2133.77,0.23,0.78
405.22,0.17,1.01
2306.05,0.25,0.75
2515.62,0.2,0.82
22.85,0.16,1.29
4064.55,0.29,0.64
1825.67,0.21,0.86
4274.73,0.24,0.78
4261.51,0.23,0.72
199.5,0.18,1.23
